sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.mc.d7.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	D12	14.386	5.11	0.026	0.015	0.577	1.875	0.008	0.045	0.042	0.04	0.039	0.075	0.061	0.052	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d7.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E12	13.399	4.57	0.026	0.014	0.538	1.75	0.008	0.045	0.042	0.04	0.039	0.075	0.06	0.052	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d8.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	F12	15.57	5.3	0.026	0.016	0.615	2	0.008	0.045	0.042	0.04	0.039	0.073	0.06	0.05	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d8.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	G12	14.881	5.03	0.029	0.015	0.517	1.875	0.008	0.045	0.042	0.04	0.039	0.077	0.06	0.051	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d8.3.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	H12	13.696	5.62	0.026	0.014	0.538	2	0.007	0.045	0.042	0.04	0.039	0.074	0.059	0.05	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A12	13.257	31.22	0.08	0.014	0.175	1.4	0.01	0.045	0.042	0.04	0.039	0.132	0.063	0.057	0.046	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B12	13.317	43.41	0.021	0.014	0.667	1.75	0.008	0.045	0.042	0.04	0.039	0.067	0.057	0.049	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	C12	11.322	42.67	0.019	0.012	0.632	2	0.006	0.045	0.042	0.04	0.039	0.066	0.056	0.048	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d4.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	D12	12.33	10.75	0.02	0.013	0.65	1.857	0.007	0.045	0.042	0.04	0.039	0.069	0.059	0.051	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d5.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d5	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E12	13.399	6.26	0.019	0.014	0.737	2	0.007	0.045	0.042	0.04	0.039	0.067	0.059	0.05	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d6.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d6	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	F12	9.342	4.97	0.019	0.01	0.526	2	0.005	0.045	0.042	0.04	0.039	0.066	0.054	0.047	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d7.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d7	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	G12	10.629	4.62	0.019	0.011	0.579	1.833	0.006	0.045	0.042	0.04	0.039	0.066	0.055	0.048	0.041	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mock.community.d8.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d8	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	H12	4.214	32.07	0.016	0.005	0.313		0	0.045	0.042	0.04	0.039	0.088	0.074	0.067	0.066	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.oral.human.A.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.saliva.A.1	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A5	69.359	37.6	0.052	0.069	1.327	2.156	0.032	0.045	0.042	0.04	0.039	0.104	0.118	0.079	0.046	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.A.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.saliva.A.2	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B5	46.107	52.35	0.037	0.046	1.243	2.19	0.021	0.045	0.042	0.04	0.039	0.085	0.091	0.064	0.042	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.A.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	oral	not applicable	human saliva	human.saliva.A	oral.human.saliva.A.3	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	20.5	UBERON:saliva	UBERON:saliva	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	C5	37.98	49.15	0.034	0.038	1.118	2.111	0.018	0.045	0.042	0.04	0.039	0.084	0.085	0.063	0.044	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.B.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	oral	not applicable	human saliva	human.saliva.B	oral.human.saliva.B.1	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	33	years	UBERON:saliva	21.8	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	D5	41.076	43.77	0.038	0.041	1.079	2.05	0.02	0.045	0.042	0.04	0.039	0.086	0.086	0.063	0.042	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.B.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	oral	not applicable	human saliva	human.saliva.B	oral.human.saliva.B.2	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	33	years	UBERON:saliva	21.8	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	E5	39.248	32.18	0.039	0.039	1	1.95	0.02	0.045	0.042	0.04	0.039	0.087	0.084	0.063	0.042	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.B.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	oral	not applicable	human saliva	human.saliva.B	oral.human.saliva.B.3	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	33	years	UBERON:saliva	21.8	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F5	29.24	49.53	0.031	0.029	0.935	2.071	0.014	0.045	0.042	0.04	0.039	0.078	0.073	0.056	0.041	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.C.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	oral	not applicable	human saliva	human.saliva.C	oral.human.saliva.C.1	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	32	years	UBERON:saliva	23.8	UBERON:saliva	UBERON:saliva	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G5	32.797	47.4	0.036	0.032	0.889	2.133	0.015	0.045	0.042	0.04	0.039	0.096	0.089	0.07	0.054	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.C.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	oral	not applicable	human saliva	human.saliva.C	oral.human.saliva.C.2	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	32	years	UBERON:saliva	23.8	UBERON:saliva	UBERON:saliva	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H5	27.796	57.52	0.03	0.027	0.9	2.077	0.013	0.045	0.042	0.04	0.039	0.077	0.071	0.055	0.041	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.C.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	oral	not applicable	human saliva	human.saliva.C	oral.human.saliva.C.3	1/9/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	32	years	UBERON:saliva	23.8	UBERON:saliva	UBERON:saliva	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A6	41.811	48.65	0.038	0.042	1.105	2.1	0.02	0.045	0.042	0.04	0.039	0.089	0.09	0.066	0.045	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.D.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	oral	not applicable	human saliva	human.saliva.D	oral.human.saliva.D.1	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B6	31.756	52.69	0.03	0.032	1.067	2.286	0.014	0.045	0.042	0.04	0.039	0.079	0.078	0.058	0.043	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.D.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	oral	not applicable	human saliva	human.saliva.D	oral.human.saliva.D.2	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	C6	30.877	60.84	0.03	0.031	1.033	2.067	0.015	0.045	0.042	0.04	0.039	0.081	0.079	0.061	0.045	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.D.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	oral	not applicable	human saliva	human.saliva.D	oral.human.saliva.D.3	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	31	years	UBERON:saliva	19.8	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.D	9606	56	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	D6	26.716	51.95	0.029	0.027	0.931	2.077	0.013	0.045	0.042	0.04	0.039	0.079	0.074	0.058	0.044	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.E.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	oral	not applicable	human saliva	human.saliva.E	oral.human.saliva.E.1	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	22	years	UBERON:saliva	20.2	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.E	9606	57	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	E6	23.706	49.85	0.029	0.024	0.828	2	0.012	0.045	0.042	0.04	0.039	0.078	0.07	0.056	0.043	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.E.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	oral	not applicable	human saliva	human.saliva.E	oral.human.saliva.E.2	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	22	years	UBERON:saliva	20.2	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.E	9606	57	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	F6	17.646	19.86	0.026	0.018	0.692	2	0.009	0.045	0.042	0.04	0.039	0.075	0.064	0.053	0.043	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.E.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	5	not applicable	oral	not applicable	human saliva	human.saliva.E	oral.human.saliva.E.3	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	22	years	UBERON:saliva	20.2	UBERON:saliva	UBERON:saliva	human	168	cm	adult	Homo sapiens	human.E	9606	57	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	G6	19.133	44.32	0.028	0.019	0.679	1.9	0.01	0.045	0.042	0.04	0.039	0.077	0.065	0.054	0.043	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.F.1.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	oral	not applicable	human saliva	human.saliva.F	oral.human.saliva.F.1	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	27	years	UBERON:saliva	18.7	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	H6	21.07	55.54	0.028	0.021	0.75	1.909	0.011	0.045	0.042	0.04	0.039	0.075	0.065	0.053	0.041	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.F.2.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	oral	not applicable	human saliva	human.saliva.F	oral.human.saliva.F.2	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	27	years	UBERON:saliva	18.7	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	A7	39.78	40.03	0.04	0.04	1	2	0.02	0.045	0.042	0.04	0.039	0.094	0.091	0.069	0.048	12201	human oral metagenome	447426	Knight sample set for testing
12201.oral.human.F.3.pro.H	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	high	high	not applicable	not applicable	6	not applicable	oral	not applicable	human saliva	human.saliva.F	oral.human.saliva.F.3	1/15/19	200 ul saliva aliquotted from 5 mL collected by active spitting	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	saliva	human-oral	not applicable	USA:CA:San Diego	27	years	UBERON:saliva	18.7	UBERON:saliva	UBERON:saliva	human	170	cm	adult	Homo sapiens	human.F	9606	54	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B7	21.516	56.72	0.024	0.022	0.917	2	0.011	0.045	0.042	0.04	0.039	0.07	0.065	0.052	0.04	12201	human oral metagenome	447426	Knight sample set for testing
12201.s.la.A.1.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	skin	not applicable	human armpit	human.armpit.A	skin.human.armpit.A.1	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:axilla skin	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A3	13.26	0.24	0.026	0.014	0.538	2	0.007	0.045	0.042	0.04	0.039	0.077	0.062	0.053	0.045	12201	human skin metagenome	539655	Knight sample set for testing
12201.s.la.A.2.pro.L	not applicable	1	PowerSoil Pro	PowerSoil Pro	pro	Qiagen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	skin	not applicable	human armpit	human.armpit.A	skin.human.armpit.A.2	1/9/19	Left armpit swabbed for 15 s	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	not applicable	USA:CA:San Diego	31	years	UBERON:skin	20.5	UBERON:sebum	UBERON:axilla skin	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B3	12.295	16.54	0.025	0.013	0.52	2.167	0.006	0.045	0.042	0.04	0.039	0.073	0.058	0.049	0.042	12201	human skin metagenome	539655	Knight sample set for testing
